City_ID,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,kruisfontein,-34.0,24.73,58.39,96,13,3.56,ZA,1595266894
272,bubaque,11.28,-15.83,79.79,85,97,21.56,GW,1595266754
273,bor,56.36,44.07,62.6,100,75,2.24,RU,1595266588
274,mucurapo,10.67,-61.53,84.99,79,75,6.93,TT,1595266755
275,tuy hoa,13.08,109.3,77.97,85,90,2.82,VN,1595266755
276,dekar,-21.53,21.93,55.9,36,0,7.47,BW,1595266755
277,kununurra,-15.77,128.73,64.4,26,5,3.36,AU,1595266697
278,lavrentiya,65.58,-171.0,44.22,80,95,7.92,RU,1595266895
279,namibe,-15.2,12.15,68.76,66,1,6.4,AO,1595266644
280,vadinsk,53.69,43.06,61.7,90,0,6.51,RU,1595266756
281,ewa beach,21.32,-158.01,78.8,83,75,3.36,US,1595266756
282,gold coast,-28.0,153.43,60.01,62,73,8.05,AU,1595266481
283,north bend,43.41,-124.22,70.0,100,90,6.93,US,1595266738
284,langham,52.37,-106.97,64.99,82,75,6.8,CA,1595266756
285,moses lake,47.13,-119.28,89.6,19,1,11.41,US,1595266756
286,kutum,14.2,24.67,77.5,56,66,6.82,SD,1595266897
287,lubao,14.92,120.55,81.0,88,40,4.7,PH,1595266757
288,hobyo,5.35,48.53,78.31,71,83,28.03,SO,1595266745
289,araouane,18.9,-3.53,105.13,18,50,2.64,ML,1595266897
290,barrow,71.29,-156.79,35.6,80,90,9.17,US,1595266583
291,kahului,20.89,-156.47,78.8,65,40,10.29,US,1595266503
292,pacific grove,36.62,-121.92,60.01,91,58,4.81,US,1595266757
293,puksoozero,62.59,40.61,61.95,68,54,3.78,RU,1595266757
294,fort frances,48.6,-93.4,72.0,45,75,8.05,CA,1595266757
295,mount isa,-20.73,139.5,60.8,26,63,10.29,AU,1595266826
296,durango,24.83,-104.83,74.41,47,11,6.98,MX,1595266697
297,srandakan,-7.94,110.25,76.78,86,69,6.96,ID,1595266758
298,odienne,9.51,-7.57,79.32,86,94,1.57,CI,1595266758
299,hamilton,39.18,-84.53,91.0,51,20,7.07,US,1595266758
300,ulladulla,-35.35,150.47,48.2,61,0,13.87,AU,1595266487
301,seabra,-12.42,-41.77,76.8,43,53,11.34,BR,1595266492
302,mayo,38.89,-76.51,95.0,49,1,6.93,US,1595266758
303,kochi,9.94,76.26,77.0,94,90,5.82,IN,1595266697
304,sisimiut,66.94,-53.67,51.84,70,100,6.15,GL,1595266759
305,le port,-20.94,55.29,68.0,60,54,19.46,RE,1595266759
306,nemuro,43.32,145.57,60.28,94,30,4.43,JP,1595266759
307,flin flon,54.77,-101.86,71.6,43,75,6.93,CA,1595266634
308,krasnyy chikoy,50.36,108.75,46.72,75,46,2.8,RU,1595266759
309,upernavik,72.79,-56.15,51.53,46,10,9.46,GL,1595266759
310,berdychiv,49.9,28.6,66.76,64,80,2.26,UA,1595266760
311,turgoyak,55.15,60.12,61.93,94,83,3.36,RU,1595266700
312,mahebourg,-20.41,57.7,69.8,64,75,9.17,MU,1595266493
313,salym,60.06,71.48,56.41,70,17,7.87,RU,1595266760
314,sabha,27.04,14.43,94.87,22,0,16.15,LY,1595266685
315,puerto madryn,-42.77,-65.04,47.95,73,100,17.13,AR,1595266567
316,kawalu,-7.38,108.21,72.77,92,87,0.83,ID,1595266760
317,hofn,64.25,-15.21,55.4,66,75,10.29,IS,1595266655
318,north platte,41.12,-100.77,81.0,66,94,7.0,US,1595266761
319,nizhnyaya poyma,56.16,97.19,53.01,79,89,6.29,RU,1595266761
320,port blair,11.67,92.75,81.75,77,100,3.49,IN,1595266544
321,tanete,-3.94,119.78,73.56,85,95,6.85,ID,1595266761
322,husavik,66.04,-17.34,51.8,71,86,13.87,IS,1595266901
323,weyburn,49.67,-103.85,61.0,88,100,5.99,CA,1595266486
324,bjornevatn,69.67,29.98,62.6,77,65,8.05,NO,1595266761
325,kolhapur,16.7,74.22,73.98,92,100,5.93,IN,1595266761
326,saint anthony,45.02,-93.22,79.0,47,1,3.36,US,1595266902
327,geraldton,-28.77,114.6,46.4,87,0,5.82,AU,1595266493
328,falun,60.6,15.63,62.6,82,100,11.41,SE,1595266762
329,clovis,36.83,-119.7,84.0,36,20,3.36,US,1595266489
330,broome,42.25,-75.83,84.99,54,40,11.41,US,1595266762
331,fare,-16.7,-151.02,77.67,82,34,24.65,PF,1595266762
332,kasempa,-13.46,25.83,62.01,45,50,4.92,ZM,1595266763
333,snihurivka,47.08,32.81,71.6,64,75,6.71,UA,1595266763
334,nisia floresta,-6.09,-35.21,78.8,88,75,6.93,BR,1595266763
335,ronda,36.74,-5.17,84.0,43,4,5.99,ES,1595266763
336,la seyne-sur-mer,43.1,5.88,81.0,80,0,4.0,FR,1595266763
337,arraial do cabo,-22.97,-42.03,80.6,61,0,17.22,BR,1595266763
338,khovu-aksy,51.13,93.6,59.5,71,25,2.89,RU,1595266764
339,shingu,33.73,135.98,75.69,82,99,3.27,JP,1595266764
340,kenai,60.55,-151.26,60.01,93,1,5.82,US,1595266764
341,pisco,-13.7,-76.22,62.01,87,90,5.82,PE,1595266904
342,koshekhabl,44.9,40.51,78.73,54,0,10.38,RU,1595266764
343,kingman,35.19,-114.05,99.0,22,1,5.82,US,1595266764
344,ovalle,-30.6,-71.2,65.12,44,34,3.36,CL,1595266764
345,statesboro,32.45,-81.78,93.2,46,75,3.6,US,1595266666
346,amapa,1.0,-52.0,83.64,72,20,3.87,BR,1595266765
347,kwinana,-32.25,115.77,52.0,93,60,5.82,AU,1595266765
348,russell,32.35,-85.2,95.0,47,40,4.7,US,1595266765
349,norman wells,65.28,-126.83,57.2,87,75,2.24,CA,1595266641
350,san buenaventura,27.08,-101.53,87.01,56,92,2.01,MX,1595266766
351,roura,4.73,-52.33,84.2,70,64,6.93,GF,1595266766
352,suntar,62.14,117.63,61.05,97,100,4.54,RU,1595266766
353,nome,64.5,-165.41,48.99,100,90,8.05,US,1595266567
354,vao,-22.67,167.48,68.88,64,2,13.11,NC,1595266668
355,marsa matruh,31.35,27.25,78.8,74,20,9.17,EG,1595266766
356,linjiang,41.81,126.91,61.75,87,16,1.5,CN,1595266766
357,alofi,-19.06,-169.92,75.2,100,75,6.93,NU,1595266905
358,muncar,-8.43,114.33,76.03,89,82,4.83,ID,1595266767
359,ixtapa,20.7,-105.2,90.0,66,20,4.7,MX,1595266905
360,acapulco,16.86,-99.89,87.8,70,75,6.93,MX,1595266611
361,okha,53.57,142.95,52.07,93,100,14.03,RU,1595266767
362,linqiong,30.42,103.46,75.2,69,40,4.47,CN,1595266767
363,soyo,-6.13,12.37,72.3,86,25,8.79,AO,1595266767
364,neiafu,-18.65,-173.98,77.0,88,75,9.17,TO,1595266906
365,cap-aux-meules,47.38,-61.86,73.4,78,75,14.99,CA,1595266768
366,sosnogorsk,63.6,53.88,59.59,65,0,4.99,RU,1595266768
367,walvis bay,-22.96,14.51,80.6,15,0,5.82,NA,1595266768
368,san jeronimo,-11.95,-75.28,63.79,26,18,2.24,PE,1595266768
369,binzhou,37.37,118.02,80.01,65,26,7.85,CN,1595266768
370,ilo,-17.64,-71.34,64.4,77,75,8.05,PE,1595266768
371,la libertad,-2.23,-80.9,73.4,78,90,10.29,EC,1595266769
372,champerico,14.3,-91.92,87.8,70,75,9.17,GT,1595266769
373,kazachinskoye,57.7,93.28,55.69,96,100,4.65,RU,1595266769
374,bathsheba,13.22,-59.52,86.0,74,40,16.11,BB,1595266769
375,homer,59.64,-151.55,60.8,87,1,4.7,US,1595266769
376,college,64.86,-147.8,64.4,63,40,5.82,US,1595266907
377,solotcha,54.79,39.84,66.99,52,50,1.01,RU,1595266770
378,san ramon,37.78,-121.98,69.01,63,1,9.17,US,1595266765
379,margate,51.38,1.39,68.0,47,47,3.0,GB,1595266748
380,cristalina,-16.77,-47.61,73.54,43,1,11.41,BR,1595266770
381,grindavik,63.84,-22.43,51.8,62,75,5.82,IS,1595266770
382,chamba,32.57,76.13,71.74,68,24,4.21,IN,1595266771
383,grand gaube,-20.01,57.66,69.01,66,51,4.0,MU,1595266681
384,leh,34.17,77.58,57.88,45,29,3.58,IN,1595266771
385,vila franca do campo,37.72,-25.43,73.4,56,75,9.17,PT,1595266645
386,tocopilla,-22.09,-70.2,66.47,48,100,6.51,CL,1595266637
387,miguel hidalgo,19.42,-99.2,71.6,46,75,5.82,MX,1595266771
388,yekaterinoslavka,50.37,129.11,58.21,97,38,7.7,RU,1595266771
389,nampula,-15.12,39.27,71.01,64,40,11.41,MZ,1595266771
390,hearst,49.68,-83.67,60.19,72,100,7.67,CA,1595266909
391,parana,-31.73,-60.52,74.44,62,97,0.58,AR,1595266772
392,adrar,20.5,-10.07,106.32,12,23,15.03,MR,1595266909
393,batagay-alyta,67.8,130.41,57.34,90,38,1.23,RU,1595266909
394,nawa,27.02,75.0,90.3,53,28,13.67,IN,1595266772
395,korla,41.76,86.15,70.48,52,20,6.22,CN,1595266910
396,jiuquan,39.74,98.52,76.64,18,100,5.23,CN,1595266772
397,lawrence,38.97,-95.24,70.0,100,75,8.05,US,1595266772
398,miri,4.41,114.01,78.8,100,40,4.7,MY,1595266773
399,mayor pablo lagerenza,-19.93,-60.77,96.75,26,11,15.82,PY,1595266773
400,atyashevo,54.56,46.07,59.68,96,8,7.87,RU,1595266773
401,saint-raymond,45.47,-73.61,84.99,54,75,18.34,CA,1595266773
402,luderitz,-26.65,15.16,73.4,23,0,3.36,NA,1595266710
403,muros,42.78,-9.06,75.99,63,0,17.0,ES,1595266911
404,zhaoyuan,37.36,120.4,70.5,76,0,6.6,CN,1595266774
405,gornopravdinsk,60.05,69.9,55.74,75,8,6.73,RU,1595266516
406,ndele,8.41,20.65,68.97,97,65,2.3,CF,1595266774
407,karratha,-20.74,116.85,67.6,49,0,13.22,AU,1595266565
408,juneau,58.3,-134.42,57.2,93,90,10.29,US,1595266800
409,rantepao,-2.97,119.9,64.76,86,11,1.97,ID,1595266774
410,gazojak,41.19,61.4,92.34,16,2,13.02,TM,1595266774
411,rockport,28.02,-97.05,91.4,59,1,9.17,US,1595266774
412,san juan de colon,8.03,-72.26,87.8,48,40,19.46,VE,1595266775
413,rio grande,-32.03,-52.1,87.8,40,56,9.17,BR,1595266697
414,aksarka,66.56,67.8,57.29,63,66,8.52,RU,1595266912
415,nadym,65.53,72.52,54.41,66,83,6.31,RU,1595266775
416,billings,45.78,-108.5,73.99,46,40,5.82,US,1595266775
417,yulara,-25.24,130.99,46.4,100,75,6.93,AU,1595266731
418,dolny kubin,49.21,19.3,68.0,82,75,8.05,SK,1595266775
419,san quintin,30.48,-115.95,77.81,49,0,20.38,MX,1595266776
420,lixourion,38.2,20.43,77.0,65,20,18.34,GR,1595266776
421,vestmannaeyjar,63.44,-20.27,53.6,66,1,9.17,IS,1595266776
422,mackay,-21.15,149.2,50.0,93,86,5.82,AU,1595266776
423,tacuati,-23.45,-56.58,91.49,26,0,6.67,PY,1595266776
424,werda,-25.27,23.28,57.06,33,0,4.63,BW,1595266777
425,virginia beach,36.85,-75.98,98.01,47,75,6.93,US,1595266617
426,mana,5.66,-53.78,82.49,81,32,7.45,GF,1595266777
427,novikovo,51.15,37.89,65.98,70,46,5.12,RU,1595266777
428,kindersley,51.47,-109.17,66.2,72,40,11.41,CA,1595266588
429,kenora,49.82,-94.43,68.0,49,75,4.7,CA,1595266848
430,noshiro,40.2,140.02,67.86,84,100,4.85,JP,1595266778
431,bambanglipuro,-7.95,110.28,76.75,86,66,7.07,ID,1595266778
432,teguise,29.06,-13.56,78.8,61,20,24.16,ES,1595266914
433,bonavista,48.65,-53.11,67.08,67,99,11.99,CA,1595266778
434,peshkovo,47.02,39.39,81.0,44,99,7.0,RU,1595266779
435,tandil,-37.32,-59.13,55.99,91,100,8.01,AR,1595266605
436,djenne,13.91,-4.55,92.84,39,55,1.14,ML,1595266779
437,monster,52.03,4.17,68.0,67,6,5.99,NL,1595266779
438,abu zabad,12.35,29.25,80.08,63,52,7.0,SD,1595266779
439,bairiki,1.33,172.98,82.4,74,20,4.7,KI,1595266779
440,padang,-0.95,100.35,78.66,79,65,5.41,ID,1595266915
441,kulhudhuffushi,6.62,73.07,82.94,77,100,17.94,MV,1595266915
442,genhe,50.78,121.52,50.49,87,52,6.24,CN,1595266915
443,gvardeysk,54.65,21.07,68.0,82,40,8.95,RU,1595266780
444,nago,26.59,127.98,82.4,88,20,4.7,JP,1595266780
445,mahuva,21.09,71.76,83.86,78,68,13.31,IN,1595266780
446,camocim,-2.9,-40.84,88.11,51,62,12.71,BR,1595266780
447,birin,26.89,88.07,61.57,100,100,0.96,NP,1595266780
448,aswan,24.09,32.91,98.92,13,0,11.01,EG,1595266916
449,mount gambier,-37.83,140.77,44.6,100,75,8.05,AU,1595266916
450,riyadh,24.69,46.72,105.8,11,95,6.93,SA,1595266498
451,bagdarin,54.43,113.6,47.16,73,98,9.35,RU,1595266781
452,galveston,29.37,-94.97,82.99,87,98,4.0,US,1595266493
453,petropavlovsk-kamchatskiy,53.05,158.65,50.0,100,75,4.47,RU,1595266917
454,ostersund,63.18,14.64,51.8,93,100,8.05,SE,1595266781
455,san cristobal,7.77,-72.22,87.8,48,40,19.46,VE,1595266717
456,makakilo city,21.35,-158.09,78.8,83,75,3.36,US,1595266689
457,avera,33.19,-82.53,96.8,44,1,6.93,US,1595266917
458,shache,38.42,77.24,75.43,27,94,2.91,CN,1595266782
459,ziro,27.63,93.83,59.31,100,100,1.45,IN,1595266576
460,dicabisagan,17.08,122.42,78.37,85,36,2.66,PH,1595266782
461,novo aripuana,-5.12,-60.38,95.61,35,28,4.45,BR,1595266782
462,pacifica,37.61,-122.49,66.99,68,75,11.41,US,1595266918
463,kula,38.55,28.65,73.99,33,0,5.99,TR,1595266782
464,codrington,-38.27,141.97,49.87,78,84,6.42,AU,1595266782
465,bichura,50.59,107.6,52.34,61,53,2.75,RU,1595266783
466,waipawa,-41.41,175.52,55.0,85,64,8.16,NZ,1595266699
467,jizan,17.33,42.67,91.4,55,40,18.34,SA,1595266783
468,chara,56.91,118.26,55.71,88,100,1.66,RU,1595266711
469,amberley,39.2,-84.43,91.0,51,75,3.36,US,1595266919
470,mudbidri,13.08,74.98,77.0,94,75,5.82,IN,1595266783
471,tessalit,20.2,1.01,106.07,12,18,9.48,ML,1595266919
472,havelock,34.88,-76.9,93.2,41,1,5.82,US,1595266920
473,awbari,26.59,12.78,96.19,17,19,12.75,LY,1595266562
474,sao gabriel da cachoeira,-0.13,-67.09,84.2,74,20,2.24,BR,1595266784
475,ulaangom,49.98,92.07,67.75,67,77,2.95,MN,1595266784
476,guangyuan,32.44,105.82,64.0,89,100,2.33,CN,1595266920
477,mananara,-16.17,49.77,66.92,86,15,9.46,MG,1595266785
478,hirara,24.8,125.28,84.63,79,0,9.8,JP,1595266785
479,orbetello,42.44,11.22,87.8,35,0,10.29,IT,1595266687
480,kaohsiung,22.62,120.31,82.0,78,40,4.7,TW,1595266785
481,ranfurly,-45.13,170.1,38.14,85,100,4.21,NZ,1595266785
482,thatcham,51.4,-1.26,68.0,47,27,3.0,GB,1595266785
483,vrises,35.49,23.89,80.6,69,0,1.5,GR,1595266785
484,fagetelu,44.78,24.53,68.65,66,0,6.2,RO,1595266785
485,xichang,27.9,102.26,65.44,78,98,0.63,CN,1595266786
486,sabang,5.89,95.32,83.59,74,99,6.42,ID,1595266921
487,whittlesea,-32.18,26.82,47.48,48,0,4.09,ZA,1595266786
488,bucerias,20.75,-105.33,90.0,66,20,4.7,MX,1595266786
489,altay,47.87,88.12,68.49,53,100,3.83,CN,1595266786
490,arlit,18.74,7.39,100.42,18,27,11.63,NE,1595266786
491,storslett,69.77,21.02,57.2,87,75,6.93,NO,1595266787
492,prestea,5.43,-2.14,76.91,83,99,5.39,GH,1595266787
493,yumen,40.28,97.2,77.58,21,100,16.71,CN,1595266656
494,murgab,37.5,61.97,93.2,23,40,9.17,TM,1595266922
495,dangriga,16.97,-88.23,91.0,74,20,4.7,BZ,1595266787
496,kokomo,40.49,-86.13,78.01,83,1,6.93,US,1595266693
497,ojinaga,29.57,-104.42,91.4,31,1,4.7,MX,1595266787
498,laibin,23.7,109.27,78.6,90,100,7.2,CN,1595266788
499,cartagena,10.4,-75.51,89.6,59,40,9.17,CO,1595266741
500,kilindoni,-7.91,39.67,77.0,73,1,14.2,TZ,1595266788
501,palasa,18.77,84.42,81.88,86,100,10.38,IN,1595266788
502,kaeo,-35.1,173.78,53.01,3,53,5.61,NZ,1595266923
503,sorland,67.67,12.69,55.4,71,75,6.93,NO,1595266788
504,xai-xai,-25.05,33.64,62.53,82,13,5.75,MZ,1595266788
505,helong,42.54,129.0,60.91,89,22,5.55,CN,1595266788
506,dongsheng,39.82,109.98,70.56,44,55,9.66,CN,1595266789
507,lata,40.16,-8.33,93.99,23,20,5.01,PT,1595266789
508,prachuap khiri khan,11.82,99.78,80.58,83,100,5.66,TH,1595266789
509,samarai,-10.62,150.67,76.33,83,97,16.78,PG,1595266789
510,tambun,-6.26,107.07,80.01,83,20,5.82,ID,1595266790
511,labuhan,-6.88,112.21,77.34,87,71,7.52,ID,1595266571
512,roald,62.58,6.13,55.4,71,40,17.22,NO,1595266790
513,eslov,55.84,13.3,66.0,63,5,10.29,SE,1595266790
514,chanute,37.68,-95.46,86.0,58,1,11.41,US,1595266760
515,sao miguel do araguaia,-13.28,-50.16,89.47,26,0,8.05,BR,1595266790
516,yakeshi,49.28,120.73,49.91,74,28,9.4,CN,1595266569
517,palmerston north,-40.35,175.62,52.0,98,84,3.94,NZ,1595266492
518,mamlyutka,54.94,68.54,65.39,79,79,15.48,KZ,1595266791
519,kita,13.03,-9.49,78.82,84,79,1.74,ML,1595266791
520,irtyshskiy,58.33,68.13,56.8,74,51,7.63,RU,1595266791
521,keetmanshoop,-26.58,18.13,66.2,13,0,6.93,NA,1595266791
522,timmins,48.47,-81.33,60.8,72,75,9.17,CA,1595266541
523,oranienburg,52.75,13.23,69.8,56,40,8.05,DE,1595266792
524,steamboat springs,40.48,-106.83,75.0,25,1,3.36,US,1595266792
525,ust-kuyga,70.02,135.6,65.1,76,3,1.72,RU,1595266792
526,honningsvag,70.98,25.97,48.2,100,90,8.05,NO,1595266926
527,bose,45.46,8.01,86.0,65,0,2.68,IT,1595266792
528,buarcos,40.17,-8.88,75.0,69,38,5.82,PT,1595266793
529,angoche,-16.23,39.91,70.74,77,3,8.32,MZ,1595266793
530,svetlogorsk,52.63,29.73,66.15,77,43,4.34,BY,1595266561
531,merrill,45.18,-89.68,71.6,60,1,5.82,US,1595266793
532,nalhati,24.3,87.82,80.33,88,100,5.59,IN,1595266793
533,miquelon,47.1,-56.38,60.8,100,90,6.93,PM,1595266793
534,lakatoro,-16.1,167.42,69.19,68,22,6.31,VU,1595266794
535,gwadar,25.12,62.33,84.49,84,26,14.29,PK,1595266794
536,port-gentil,-0.72,8.78,78.8,74,40,10.51,GA,1595266794
537,paramonga,-10.67,-77.83,65.97,68,74,10.04,PE,1595266794
538,ca mau,9.18,105.15,78.19,88,100,1.74,VN,1595266794
539,vangaindrano,-23.35,47.6,65.73,65,85,2.3,MG,1595266928
540,nishihara,26.18,127.76,82.4,88,20,5.82,JP,1595266794
541,sompeta,18.93,84.6,82.94,82,100,14.05,IN,1595266928
542,portlethen,57.05,-2.13,55.99,82,75,3.36,GB,1595266596
543,salemi,37.82,12.81,82.4,61,20,19.46,IT,1595266795
